archive_filename,repository_local_alias,sha256,record_count,publicly_redistributed,role
wos_export_screened_261.txt,data/raw/wos/wos_export_screened_261.txt,bfb1c620b406222b1f8e83630076d0d294e216fbc4e9b1d052cedc0e4b1f266f,261,yes,Screened analytical input containing the 261 included records
